대지위치,연면적,주용도코드,주용도코드명,사용승인일,건물노후도,address,latitude,longitude
인천광역시 부평구 부평동 669-188번지,329.4,02000,공동주택,1986-09-09,421,인천광역시 부평구 부평동 669-188번지,37.4868817,126.7225029
인천광역시 부평구 부평동 669-190번지,3161.92,14000,업무시설,2015-11-13,73,인천광역시 부평구 부평동 669-190번지,37.4873014,126.7232062
인천광역시 부평구 부평동 669-193번지,178.86,01000,단독주택,1987-09-30,409,인천광역시 부평구 부평동 669-193번지,37.4871849,126.7232174
인천광역시 부평구 부평동 669-195번지,208.09,01000,단독주택,1987-08-31,410,인천광역시 부평구 부평동 669-195번지,37.4871105,126.7232725
인천광역시 부평구 부평동 669-196번지,185.11,01000,단독주택,1987-08-31,410,인천광역시 부평구 부평동 669-196번지,37.487043,126.7233048
인천광역시 부평구 부평동 669-197번지,191.23,01000,단독주택,1988-07-01,399,인천광역시 부평구 부평동 669-197번지,37.4870136,126.7227253
인천광역시 부평구 부평동 669-198번지,191.23,01000,단독주택,1988-06-30,400,인천광역시 부평구 부평동 669-198번지,37.4869604,126.7226069
인천광역시 부평구 부평동 669-199번지,194.52,01000,단독주택,1988-04-16,402,인천광역시 부평구 부평동 669-199번지,37.4868773,126.7226505
인천광역시 부평구 부평동 669-1번지,98.91,01000,단독주택,1978-08-21,518,인천광역시 부평구 부평동 669-1번지,37.4866416,126.7223679
인천광역시 부평구 부평동 669-1번지,435.0,02000,공동주택,2001-12-12,242,인천광역시 부평구 부평동 669-1번지,37.4866416,126.7223679
인천광역시 부평구 부평동 669-200번지,194.52,01000,단독주택,1988-04-15,402,인천광역시 부평구 부평동 669-200번지,37.4867923,126.7227118
인천광역시 부평구 부평동 669-202번지,193.4,01000,단독주택,1988-05-03,401,인천광역시 부평구 부평동 669-202번지,37.4868502,126.7228526
인천광역시 부평구 부평동 669-203번지,193.4,01000,단독주택,1988-05-03,401,인천광역시 부평구 부평동 669-203번지,37.4869277,126.7227969
인천광역시 부평구 부평동 669-210번지,726.61,02000,공동주택,2002-01-18,237,인천광역시 부평구 부평동 669-210번지,37.4867509,126.7222853
인천광역시 부평구 부평동 669-2번지,1020.72,03000,제1종근린생활시설,1988-05-12,401,인천광역시 부평구 부평동 669-2번지,37.4869813,126.7223687
인천광역시 부평구 부평동 669-3번지,492.18,04000,제2종근린생활시설,2004-04-01,210,인천광역시 부평구 부평동 669-3번지,37.4870802,126.7225984
인천광역시 부평구 부평동 669-46번지,71.67,03000,제1종근린생활시설,1977-12-03,530,인천광역시 부평구 부평동 669-46번지,37.486883,126.722189
인천광역시 부평구 부평동 669-5번지,91.2,03000,제1종근린생활시설,2004-05-07,209,인천광역시 부평구 부평동 669-5번지,37.4871504,126.7227923
인천광역시 부평구 부평동 669-6번지,3234.52,14000,업무시설,2014-07-16,87,인천광역시 부평구 부평동 669-6번지,37.4871766,126.7228938
인천광역시 부평구 부평동 669-7번지,5522.07,14000,업무시설,2019-02-07,32,인천광역시 부평구 부평동 669-7번지,37.4870049,126.7230181
인천광역시 부평구 부평동 669-9번지,485.52,02000,공동주택,1985-11-01,433,인천광역시 부평구 부평동 669-9번지,37.4867481,126.7225574
인천광역시 부평구 부평동 669번지,726.95,02000,공동주택,2002-01-18,237,인천광역시 부평구 부평동 669번지,37.486883,126.722189
인천광역시 부평구 부평동 670-13번지,233.22,01000,단독주택,1988-11-28,397,인천광역시 부평구 부평동 670-13번지,37.4864479,126.7227219
인천광역시 부평구 부평동 670-16번지,222.0,02000,공동주택,2002-08-17,230,인천광역시 부평구 부평동 670-16번지,37.4864201,126.7228477
인천광역시 부평구 부평동 670-19번지,384.27,02000,공동주택,2011-12-23,122,인천광역시 부평구 부평동 670-19번지,37.4863241,126.7228235
인천광역시 부평구 부평동 670-1번지,10387.97,14000,업무시설,2016-12-27,62,인천광역시 부평구 부평동 670-1번지,37.4859537,126.7223943
인천광역시 부평구 부평동 670-20번지,210.25,01000,단독주택,1988-01-07,405,인천광역시 부평구 부평동 670-20번지,37.4863474,126.7226972
인천광역시 부평구 부평동 670-23번지,168.0,01000,단독주택,1983-09-27,457,인천광역시 부평구 부평동 670-23번지,37.4862116,126.7228006
인천광역시 부평구 부평동 670-24번지,164.42,01000,단독주택,1984-06-04,448,인천광역시 부평구 부평동 670-24번지,37.4862317,126.7226733
인천광역시 부평구 부평동 670-29번지,121.14,01000,단독주택,1983-12-23,458,인천광역시 부평구 부평동 670-29번지,37.4861256,126.7226619
인천광역시 부평구 부평동 670-37번지,182.38,01000,단독주택,1983-11-18,457,인천광역시 부평구 부평동 670-37번지,37.4861101,126.7227905
인천광역시 부평구 부평동 670-39번지,347.18,01000,단독주택,2020-06-02,16,인천광역시 부평구 부평동 670-39번지,37.486675,126.7229031
인천광역시 부평구 부평동 670-3번지,324.11,04000,제2종근린생활시설,2015-10-16,72,인천광역시 부평구 부평동 670-3번지,37.4859856,126.7227666
인천광역시 부평구 부평동 670-5번지,227.76,01000,단독주택,1988-06-07,400,인천광역시 부평구 부평동 670-5번지,37.4866441,126.7227769
인천광역시 부평구 부평동 670-6번지,168.78,01000,단독주택,1987-08-04,410,인천광역시 부평구 부평동 670-6번지,37.4865816,126.7228774
인천광역시 부평구 부평동 670-8번지,252.99,01000,단독주택,1988-07-09,399,인천광역시 부평구 부평동 670-8번지,37.4865485,126.7227406
인천광역시 부평구 부평동 670-9번지,197.11,01000,단독주택,1993-12-04,338,인천광역시 부평구 부평동 670-9번지,37.4865009,126.722862
인천광역시 부평구 부평동 670번지,620.96,02000,공동주택,1978-10-27,516,인천광역시 부평구 부평동 670번지,37.4863972,126.7224826
인천광역시 부평구 부평동 671-12번지,796.61,01000,단독주택,2007-03-13,175,인천광역시 부평구 부평동 671-12번지,37.4851229,126.7217647
인천광역시 부평구 부평동 671-13번지,537.3,02000,공동주택,2002-01-16,237,인천광역시 부평구 부평동 671-13번지,37.4851257,126.7220741
인천광역시 부평구 부평동 671-15번지,514.76,02000,공동주택,2002-01-08,237,인천광역시 부평구 부평동 671-15번지,37.4852684,126.7220458
인천광역시 부평구 부평동 671-19번지,327.63,01000,단독주택,1986-11-20,421,인천광역시 부평구 부평동 671-19번지,37.4851489,126.7222989
인천광역시 부평구 부평동 671-20번지,4182.34,14000,업무시설,2016-06-27,64,인천광역시 부평구 부평동 671-20번지,37.4855128,126.7221775
인천광역시 부평구 부평동 671-22번지,139.56,01000,단독주택,1983-08-05,458,인천광역시 부평구 부평동 671-22번지,37.4856155,126.7227236
인천광역시 부평구 부평동 671-30번지,1567.162,04000,제2종근린생활시설,1995-07-11,315,인천광역시 부평구 부평동 671-30번지,37.4852524,126.7227626
인천광역시 부평구 부평동 671-34번지,387.94,02000,공동주택,2009-02-09,152,인천광역시 부평구 부평동 671-34번지,37.4855688,126.7226013
인천광역시 부평구 부평동 671-41번지,1.0,01000,단독주택,1983-12-30,458,인천광역시 부평구 부평동 671-41번지,37.4851013,126.7219143
인천광역시 부평구 부평동 671-44번지,202.68,01000,단독주택,1984-08-10,446,인천광역시 부평구 부평동 671-44번지,37.4854314,126.7225169
인천광역시 부평구 부평동 671-46번지,134.06,01000,단독주택,1984-05-12,449,인천광역시 부평구 부평동 671-46번지,37.4852467,126.7222283
인천광역시 부평구 부평동 671-47번지,262.62,01000,단독주택,1984-12-31,446,인천광역시 부평구 부평동 671-47번지,37.485264,126.7223545
인천광역시 부평구 부평동 671-48번지,239.89,01000,단독주택,1988-03-30,403,인천광역시 부평구 부평동 671-48번지,37.4854085,126.7220865
인천광역시 부평구 부평동 671-5번지,204.19,01000,단독주택,1990-07-18,375,인천광역시 부평구 부평동 671-5번지,37.4855139,126.7220007
인천광역시 부평구 부평동 671-7번지,256.89,01000,단독주택,1988-03-30,403,인천광역시 부평구 부평동 671-7번지,37.4853911,126.7219839
인천광역시 부평구 부평동 671-8번지,4296.68,14000,업무시설,2017-04-05,54,인천광역시 부평구 부평동 671-8번지,37.4852987,126.7218138
인천광역시 부평구 부평동 671번지,694.08,04000,제2종근린생활시설,2020-06-05,16,인천광역시 부평구 부평동 671번지,37.4855007,126.7217761
인천광역시 부평구 부평동 672-10번지,623.27,02000,공동주택,2000-10-31,252,인천광역시 부평구 부평동 672-10번지,37.4852669,126.7208441
인천광역시 부평구 부평동 672-13번지,738.69,04000,제2종근린생활시설,2021-01-19,9,인천광역시 부평구 부평동 672-13번지,37.4852893,126.7206509
인천광역시 부평구 부평동 672-16번지,1872.0,04000,제2종근린생활시설,1992-12-21,350,인천광역시 부평구 부평동 672-16번지,37.4851098,126.7206988
인천광역시 부평구 부평동 672-19번지,37.79,01000,단독주택,1977-07-30,531,인천광역시 부평구 부평동 672-19번지,37.4851075,126.7209041
인천광역시 부평구 부평동 672-21번지,1487.21,04000,제2종근린생활시설,1990-02-01,380,인천광역시 부평구 부평동 672-21번지,37.4850796,126.721053
인천광역시 부평구 부평동 672-22번지,326.4,02000,공동주택,1990-04-06,378,인천광역시 부평구 부평동 672-22번지,37.4851329,126.7212482
인천광역시 부평구 부평동 672-23번지,804.26,04000,제2종근린생활시설,1989-12-20,386,인천광역시 부평구 부평동 672-23번지,37.485118,126.7215439
인천광역시 부평구 부평동 672-24번지,245.52,01000,단독주택,1989-07-19,387,인천광역시 부평구 부평동 672-24번지,37.4853946,126.7209783
인천광역시 부평구 부평동 672-25번지,645.46,02000,공동주택,1992-07-13,351,인천광역시 부평구 부평동 672-25번지,37.4853797,126.7210897
인천광역시 부평구 부평동 672-27번지,326.4,02000,공동주택,1989-11-17,385,인천광역시 부평구 부평동 672-27번지,37.485296,126.721357
인천광역시 부평구 부평동 672-28번지,312.0,02000,공동주택,1989-12-01,386,인천광역시 부평구 부평동 672-28번지,37.4853066,126.7214935
인천광역시 부평구 부평동 672-2번지,245.52,01000,단독주택,1988-12-09,398,인천광역시 부평구 부평동 672-2번지,37.4854064,126.7208805
인천광역시 부평구 부평동 672-31번지,316.6,02000,공동주택,1989-11-17,385,인천광역시 부평구 부평동 672-31번지,37.4851531,126.7213997
인천광역시 부평구 부평동 672-32번지,1018.29,04000,제2종근린생활시설,1990-02-16,380,인천광역시 부평구 부평동 672-32번지,37.4850489,126.7213536
인천광역시 부평구 부평동 672-34번지,328.78,02000,공동주택,1990-11-20,373,인천광역시 부평구 부평동 672-34번지,37.48542,126.7207688
인천광역시 부평구 부평동 672-5번지,403.45,01000,단독주택,2001-02-23,248,인천광역시 부평구 부평동 672-5번지,37.4854158,126.7213195
인천광역시 부평구 부평동 672-6번지,624.66,02000,공동주택,2000-10-28,252,인천광역시 부평구 부평동 672-6번지,37.4854322,126.7214604
인천광역시 부평구 부평동 672-7번지,316.38,02000,공동주택,1989-12-01,386,인천광역시 부평구 부평동 672-7번지,37.4852688,126.7212161
인천광역시 부평구 부평동 672-8번지,659.79,02000,공동주택,2001-06-22,244,인천광역시 부평구 부평동 672-8번지,37.4852318,126.721047
인천광역시 부평구 부평동 672번지,308.65,02000,공동주택,1990-11-15,373,인천광역시 부평구 부평동 672번지,37.4854314,126.7206494
인천광역시 부평구 부평동 673-11번지,387.52,02000,공동주택,2001-12-06,242,인천광역시 부평구 부평동 673-11번지,37.4859611,126.7213956
인천광역시 부평구 부평동 673-13번지,473.86,04000,제2종근린생활시설,2021-02-26,8,인천광역시 부평구 부평동 673-13번지,37.4861034,126.7216204
인천광역시 부평구 부평동 673-14번지,315.0,01000,단독주택,2001-11-30,241,인천광역시 부평구 부평동 673-14번지,37.4859093,126.7216054
인천광역시 부평구 부평동 673-15번지,206.68,01000,단독주택,1990-01-09,381,인천광역시 부평구 부평동 673-15번지,37.4858503,126.7214972
인천광역시 부평구 부평동 673-20번지,327.52,01000,단독주택,1993-12-23,338,인천광역시 부평구 부평동 673-20번지,37.4856735,126.7211018
인천광역시 부평구 부평동 673-23번지,260.19,01000,단독주택,1993-12-09,338,인천광역시 부평구 부평동 673-23번지,37.4855755,126.721178
인천광역시 부평구 부평동 673-25번지,216.42,01000,단독주택,1988-07-16,399,인천광역시 부평구 부평동 673-25번지,37.4856121,126.7213109
인천광역시 부평구 부평동 673-26번지,62.48,01000,단독주택,1978-07-29,519,인천광역시 부평구 부평동 673-26번지,37.4856749,126.7213991
인천광역시 부평구 부평동 673-27번지,646.71,02000,공동주택,2008-11-19,157,인천광역시 부평구 부평동 673-27번지,37.4857038,126.7215655
인천광역시 부평구 부평동 673-2번지,659.88,02000,공동주택,1996-04-24,306,인천광역시 부평구 부평동 673-2번지,37.4857361,126.7208887
인천광역시 부평구 부평동 673-30번지,99.78,01000,단독주택,1997-06-23,292,인천광역시 부평구 부평동 673-30번지,37.4861893,126.7217868
인천광역시 부평구 부평동 673-31번지,346.42,02000,공동주택,2002-04-08,234,인천광역시 부평구 부평동 673-31번지,37.4862065,126.721881
인천광역시 부평구 부평동 673-33번지,161.07,01000,단독주택,1983-09-13,457,인천광역시 부평구 부평동 673-33번지,37.4863389,126.7221418
인천광역시 부평구 부평동 673-35번지,229.71,01000,단독주택,1989-07-31,387,인천광역시 부평구 부평동 673-35번지,37.4861007,126.7218175
인천광역시 부평구 부평동 673-36번지,5594.56,14000,업무시설,2016-07-26,63,인천광역시 부평구 부평동 673-36번지,37.4858976,126.7219115
인천광역시 부평구 부평동 673-3번지,960.42,02000,공동주택,2011-12-02,122,인천광역시 부평구 부평동 673-3번지,37.4856049,126.7209224
인천광역시 부평구 부평동 673-44번지,654.9,02000,공동주택,2008-07-07,159,인천광역시 부평구 부평동 673-44번지,37.4857199,126.7217609
인천광역시 부평구 부평동 673-47번지,201.54,01000,단독주택,1996-07-12,303,인천광역시 부평구 부평동 673-47번지,37.4856976,126.7219075
인천광역시 부평구 부평동 673-49번지,2.88,01000,단독주택,1989-04-04,390,인천광역시 부평구 부평동 673-49번지,37.4856872,126.7220152
인천광역시 부평구 부평동 673-55번지,1450.23,14000,업무시설,2012-02-21,116,인천광역시 부평구 부평동 673-55번지,37.4862115,126.7220599
인천광역시 부평구 부평동 673-57번지,135.6,01000,단독주택,1984-01-28,453,인천광역시 부평구 부평동 673-57번지,37.4860725,126.7219643
인천광역시 부평구 부평동 673-58번지,586.95,02000,공동주택,2011-10-25,120,인천광역시 부평구 부평동 673-58번지,37.4860081,126.7220904
인천광역시 부평구 부평동 673-60번지,253.68,02000,공동주택,2008-11-18,157,인천광역시 부평구 부평동 673-60번지,37.4856116,126.7214726
인천광역시 부평구 부평동 673-69번지,320.94,02000,공동주택,2001-12-06,242,인천광역시 부평구 부평동 673-69번지,37.4860422,126.7214833
인천광역시 부평구 부평동 673-6번지,370.92,02000,공동주택,2001-09-21,241,인천광역시 부평구 부평동 673-6번지,37.4858007,126.7210386
인천광역시 부평구 부평동 673-70번지,469.38,02000,공동주택,2001-12-06,242,인천광역시 부평구 부평동 673-70번지,37.485985,126.7215631
인천광역시 부평구 부평동 673-8번지,4191.51,14000,업무시설,2017-04-20,54,인천광역시 부평구 부평동 673-8번지,37.4858382,126.721122
인천광역시 부평구 부평동 673번지,447.6,02000,공동주택,1993-12-31,338,인천광역시 부평구 부평동 673번지,37.4856294,126.7207191
인천광역시 부평구 부평동 674-11번지,9443.12,14000,업무시설,2015-07-16,75,인천광역시 부평구 부평동 674-11번지,37.4861815,126.7209149
인천광역시 부평구 부평동 674-12번지,131.22,01000,단독주택,1985-03-14,439,인천광역시 부평구 부평동 674-12번지,37.4862494,126.7207174
인천광역시 부평구 부평동 674-1번지,560.5,02000,공동주택,2003-04-08,222,인천광역시 부평구 부평동 674-1번지,37.4860707,126.7204983
인천광역시 부평구 부평동 674-21번지,9030.53,14000,업무시설,2015-12-22,74,인천광역시 부평구 부평동 674-21번지,37.4863826,126.7213307
인천광역시 부평구 부평동 674-32번지,429.54,02000,공동주택,2009-02-16,152,인천광역시 부평구 부평동 674-32번지,37.4861348,126.721267
인천광역시 부평구 부평동 674-34번지,432.0,01000,단독주택,1992-03-31,355,인천광역시 부평구 부평동 674-34번지,37.4862067,126.7214317
인천광역시 부평구 부평동 674-37번지,1.0,01000,단독주택,1984-01-10,453,인천광역시 부평구 부평동 674-37번지,37.4866215,126.7215336
인천광역시 부평구 부평동 674-39번지,160.65,01000,단독주택,1985-06-18,436,인천광역시 부평구 부평동 674-39번지,37.486341,126.7216839
인천광역시 부평구 부평동 674-3번지,334.76,02000,공동주택,2001-11-24,241,인천광역시 부평구 부평동 674-3번지,37.4859786,126.7205675
인천광역시 부평구 부평동 674-40번지,611.06,02000,공동주택,2001-10-30,240,인천광역시 부평구 부평동 674-40번지,37.4863974,126.7217884
인천광역시 부평구 부평동 674-42번지,654.33,02000,공동주택,1995-05-16,317,인천광역시 부평구 부평동 674-42번지,37.4865068,126.7220327
인천광역시 부평구 부평동 674-43번지,868.6,04000,제2종근린생활시설,2011-09-05,121,인천광역시 부평구 부평동 674-43번지,37.4866543,126.721692
인천광역시 부평구 부평동 674-44번지,951.69,04000,제2종근린생활시설,1995-08-28,314,인천광역시 부평구 부평동 674-44번지,37.4867805,126.7219508
인천광역시 부평구 부평동 674-48번지,440.66,02000,공동주택,2001-04-27,246,인천광역시 부평구 부평동 674-48번지,37.4865452,126.7215922
인천광역시 부평구 부평동 674-49번지,440.66,02000,공동주택,2001-04-27,246,인천광역시 부평구 부평동 674-49번지,37.4864654,126.7216502
인천광역시 부평구 부평동 674-51번지,328.32,02000,공동주택,1991-01-29,369,인천광역시 부평구 부평동 674-51번지,37.4865428,126.7217866
인천광역시 부평구 부평동 674-59번지,162.38,01000,단독주택,1984-11-19,445,인천광역시 부평구 부평동 674-59번지,37.4861428,126.7207851
인천광역시 부평구 부평동 674-5번지,236.13,01000,단독주택,1995-11-27,313,인천광역시 부평구 부평동 674-5번지,37.4859888,126.7206621
인천광역시 부평구 부평동 674-64번지,309.92,02000,공동주택,1990-12-11,374,인천광역시 부평구 부평동 674-64번지,37.486661,126.721863
인천광역시 부평구 부평동 674-68번지,473.09,02000,공동주택,1995-05-16,317,인천광역시 부평구 부평동 674-68번지,37.4866632,126.7220363
인천광역시 부평구 부평동 674-6번지,501.6,02000,공동주택,1996-04-24,306,인천광역시 부평구 부평동 674-6번지,37.4858886,126.7207121
인천광역시 부평구 부평동 674-9번지,658.88,02000,공동주택,2002-10-18,228,인천광역시 부평구 부평동 674-9번지,37.485958,126.7208698
인천광역시 부평구 부평동 674번지,3.31,01000,단독주택,1981-01-20,489,인천광역시 부평구 부평동 674번지,37.4861511,126.7206163
인천광역시 부평구 부평동 674번지,599.72,02000,공동주택,2003-05-01,221,인천광역시 부평구 부평동 674번지,37.4861511,126.7206163
인천광역시 부평구 부평동 674번지,22.48,01000,단독주택,1977-02-04,536,인천광역시 부평구 부평동 674번지,37.4861511,126.7206163
인천광역시 부평구 부평동 675-10번지,537.08,02000,공동주택,2002-02-22,236,인천광역시 부평구 부평동 675-10번지,37.485929,126.7203178
인천광역시 부평구 부평동 675-17번지,413.19,03000,제1종근린생활시설,1992-05-25,353,인천광역시 부평구 부평동 675-17번지,37.4856684,126.7200621
인천광역시 부평구 부평동 675-1번지,111.41,01000,단독주택,1977-12-23,530,인천광역시 부평구 부평동 675-1번지,37.4858046,126.7197126
인천광역시 부평구 부평동 675-1번지,341.54,01000,단독주택,1977-12-03,530,인천광역시 부평구 부평동 675-1번지,37.4858046,126.7197126
인천광역시 부평구 부평동 675-20번지,162.34,01000,단독주택,1986-03-31,427,인천광역시 부평구 부평동 675-20번지,37.4856796,126.7202358
인천광역시 부평구 부평동 675-22번지,361.72,01000,단독주택,1987-03-24,415,인천광역시 부평구 부평동 675-22번지,37.4857862,126.7203375
인천광역시 부평구 부평동 675-25번지,288.68,02000,공동주택,2011-02-25,128,인천광역시 부평구 부평동 675-25번지,37.4858193,126.7204604
인천광역시 부평구 부평동 675-26번지,69.42,01000,단독주택,1979-05-08,509,인천광역시 부평구 부평동 675-26번지,37.4856452,126.7204966
인천광역시 부평구 부평동 675-27번지,268.985,01000,단독주택,1992-06-26,352,인천광역시 부평구 부평동 675-27번지,37.4856452,126.7204966
인천광역시 부평구 부평동 675-29번지,293.08,02000,공동주택,2002-04-25,234,인천광역시 부평구 부평동 675-29번지,37.4857349,126.7205
인천광역시 부평구 부평동 675-2번지,445.06,03000,제1종근린생활시설,1980-11-25,493,인천광역시 부평구 부평동 675-2번지,37.4857544,126.7198577
인천광역시 부평구 부평동 675-5번지,478.51,02000,공동주택,2003-10-13,216,인천광역시 부평구 부평동 675-5번지,37.4859441,126.7201303
인천광역시 부평구 부평동 675-6번지,608.02,02000,공동주택,2001-12-28,242,인천광역시 부평구 부평동 675-6번지,37.4860318,126.7202639
인천광역시 부평구 부평동 675번지,1362.28,04000,제2종근린생활시설,2019-11-20,25,인천광역시 부평구 부평동 675번지,37.485731,126.7196136
인천광역시 부평구 부평동 676-10번지,328.0,02000,공동주택,1990-11-02,373,인천광역시 부평구 부평동 676-10번지,37.4854157,126.7200406
인천광역시 부평구 부평동 676-11번지,328.52,02000,공동주택,1990-11-02,373,인천광역시 부평구 부평동 676-11번지,37.4855047,126.7201794
인천광역시 부평구 부평동 676-13번지,259.1,01000,단독주택,1992-08-27,350,인천광역시 부평구 부평동 676-13번지,37.4854485,126.7203906
인천광역시 부평구 부평동 676-15번지,649.72,02000,공동주택,2009-03-16,151,인천광역시 부평구 부평동 676-15번지,37.4853295,126.7196917
인천광역시 부평구 부평동 676-16번지,255.27,01000,단독주택,1990-01-15,381,인천광역시 부평구 부평동 676-16번지,37.4853402,126.7198481
인천광역시 부평구 부평동 676-18번지,769.36,03000,제1종근린생활시설,1991-05-02,365,인천광역시 부평구 부평동 676-18번지,37.4852975,126.7199234
인천광역시 부평구 부평동 676-19번지,258.88,01000,단독주택,1993-12-01,338,인천광역시 부평구 부평동 676-19번지,37.4853113,126.7204018
인천광역시 부평구 부평동 676-20번지,315.27,02000,공동주택,1990-11-14,373,인천광역시 부평구 부평동 676-20번지,37.4852828,126.7202544
인천광역시 부평구 부평동 676-22번지,516.52,02000,공동주택,2011-10-31,120,인천광역시 부평구 부평동 676-22번지,37.4851328,126.7203667
인천광역시 부평구 부평동 676-25번지,185.22,01000,단독주택,1985-12-26,434,인천광역시 부평구 부평동 676-25번지,37.4855618,126.7196272
인천광역시 부평구 부평동 676-26번지,1.98,01000,단독주택,1985-12-26,434,인천광역시 부평구 부평동 676-26번지,37.4854732,126.7196073
인천광역시 부평구 부평동 676-27번지,213.57,01000,단독주택,1985-12-26,434,인천광역시 부평구 부평동 676-27번지,37.485538,126.7197312
인천광역시 부평구 부평동 676-29번지,358.0,04000,제2종근린생활시설,1989-11-29,385,인천광역시 부평구 부평동 676-29번지,37.4852708,126.7197952
인천광역시 부평구 부평동 676-38번지,329.6,02000,공동주택,1990-11-02,373,인천광역시 부평구 부평동 676-38번지,37.4854035,126.7202043
인천광역시 부평구 부평동 676-39번지,308.7,02000,공동주택,1990-11-10,373,인천광역시 부평구 부평동 676-39번지,37.4851846,126.7201963
인천광역시 부평구 부평동 676-3번지,654.84,02000,공동주택,2012-06-04,112,인천광역시 부평구 부평동 676-3번지,37.4855294,126.719475
인천광역시 부평구 부평동 676-6번지,658.68,02000,공동주택,2001-07-13,243,인천광역시 부평구 부평동 676-6번지,37.48548,126.7198744
인천광역시 부평구 부평동 676-9번지,96.69,01000,단독주택,1982-06-23,472,인천광역시 부평구 부평동 676-9번지,37.4855366,126.7199973
인천광역시 부평구 부평동 676번지,10207.95,14000,업무시설,2015-11-30,73,인천광역시 부평구 부평동 676번지,37.4854364,126.7193012
인천광역시 부평구 부평동 684-31번지,4.43,01000,단독주택,1980-04-09,498,인천광역시 부평구 부평동 684-31번지,37.4887604,126.7274526
인천광역시 부평구 부평동 684-33번지,51.57,01000,단독주택,1968-01-07,645,인천광역시 부평구 부평동 684-33번지,37.4887604,126.7274526
인천광역시 부평구 부평동 684-4번지,10.55,01000,단독주택,1976-11-08,541,인천광역시 부평구 부평동 684-4번지,37.4887604,126.7274526
인천광역시 부평구 부평동 684-63번지,58.84,01000,단독주택,1970-03-25,619,인천광역시 부평구 부평동 684-63번지,37.4887604,126.7274526
인천광역시 부평구 부평동 684-79번지,1.32,01000,단독주택,1975-05-21,557,인천광역시 부평구 부평동 684-79번지,37.4887604,126.7274526
인천광역시 부평구 부평동 684-85번지,0.79,01000,단독주택,1977-08-31,530,인천광역시 부평구 부평동 684-85번지,37.4887981,126.7269539
인천광역시 부평구 부평동 684-85번지,98.51,01000,단독주택,1976-12-28,542,인천광역시 부평구 부평동 684-85번지,37.4887981,126.7269539
인천광역시 부평구 부평동 685-5번지,1.0,01000,단독주택,1983-05-12,461,인천광역시 부평구 부평동 685-5번지,37.4848988,126.7226868
인천광역시 부평구 부평동 685-6번지,258.98,01000,단독주택,1994-09-01,325,인천광역시 부평구 부평동 685-6번지,37.4847888,126.7227188
인천광역시 부평구 부평동 685번지,10408.07,02000,공동주택,2007-07-12,171,인천광역시 부평구 부평동 685번지,37.4846419,126.7216455
인천광역시 부평구 부평동 688번지,130.44,02000,공동주택,1978-06-26,520,인천광역시 부평구 부평동 688번지,37.4888488,126.7264043
인천광역시 부평구 부평동 693-15번지,518.34,01000,단독주택,2001-07-23,243,인천광역시 부평구 부평동 693-15번지,37.4886193,126.7252121
인천광역시 부평구 부평동 693-22번지,246.11,04000,제2종근린생활시설,1979-04-24,510,인천광역시 부평구 부평동 693-22번지,37.4885296,126.7251961
인천광역시 부평구 부평동 693-3번지,974.04,04000,제2종근린생활시설,2005-01-03,201,인천광역시 부평구 부평동 693-3번지,37.4887379,126.7252354
인천광역시 부평구 부평동 693-7번지,32.77,01000,단독주택,1985-01-26,441,인천광역시 부평구 부평동 693-7번지,37.4884124,126.7251744
인천광역시 부평구 부평동 693-7번지,590.48,03000,제1종근린생활시설,1985-07-26,435,인천광역시 부평구 부평동 693-7번지,37.4884124,126.7251744
인천광역시 부평구 부평동 693-8번지,30.81,03000,제1종근린생활시설,1974-12-06,566,인천광역시 부평구 부평동 693-8번지,37.488365,126.7251678
인천광역시 부평구 부평동 694-14번지,5596.82,03000,제1종근린생활시설,2017-04-25,54,인천광역시 부평구 부평동 694-14번지,37.4878718,126.7249782
인천광역시 부평구 부평동 694-16번지,169.74,01000,단독주택,1983-11-19,457,인천광역시 부평구 부평동 694-16번지,37.4881066,126.7251202
인천광역시 부평구 부평동 694-19번지,344.89,01000,단독주택,1994-09-12,325,인천광역시 부평구 부평동 694-19번지,37.4881558,126.7250291
인천광역시 부평구 부평동 694-22번지,214.91,01000,단독주택,1988-08-30,398,인천광역시 부평구 부평동 694-22번지,37.4881121,126.724931
인천광역시 부평구 부평동 694-3번지,668.29,03000,제1종근린생활시설,1991-02-18,368,인천광역시 부평구 부평동 694-3번지,37.4882537,126.7251473
인천광역시 부평구 부평동 694-5번지,200.51,01000,단독주택,1988-08-30,398,인천광역시 부평구 부평동 694-5번지,37.4881952,126.7249022
인천광역시 부평구 부평동 697-12번지,236.64,01000,단독주택,1989-03-18,391,인천광역시 부평구 부평동 697-12번지,37.4882228,126.7247725
인천광역시 부평구 부평동 697-16번지,637.01,04000,제2종근린생활시설,1995-04-12,318,인천광역시 부평구 부평동 697-16번지,37.4887421,126.7250049
인천광역시 부평구 부평동 697-23번지,511.99,02000,공동주택,2002-09-12,229,인천광역시 부평구 부평동 697-23번지,37.4883147,126.724792
인천광역시 부평구 부평동 697-31번지,327.84,02000,공동주택,1989-10-31,384,인천광역시 부평구 부평동 697-31번지,37.4881238,126.7247682
인천광역시 부평구 부평동 697-34번지,377.23,02000,공동주택,2001-06-05,244,인천광역시 부평구 부평동 697-34번지,37.4885254,126.7249803
인천광역시 부평구 부평동 697-36번지,264.93,02000,공동주택,2002-07-09,231,인천광역시 부평구 부평동 697-36번지,37.4883979,126.7247939
