대지위치,건물명,연면적,주용도코드,주용도코드명,사용승인일,건물노후도
인천광역시 부평구 갈산동 377-6번지,,494.14,01000,단독주택,1993-08-05,311
인천광역시 부평구 갈산동 377-7번지,,465.31,01000,단독주택,1993-12-09,307
인천광역시 부평구 갈산동 377-8번지,,494.37,01000,단독주택,1993-10-06,309
인천광역시 부평구 갈산동 377-9번지,,416.61,01000,단독주택,1993-10-22,308
인천광역시 부평구 갈산동 377번지,,465.45,01000,단독주택,1992-12-04,319
인천광역시 부평구 갈산동 378-10번지,,490.6,01000,단독주택,1993-12-02,307
인천광역시 부평구 갈산동 378-11번지,,491.8,01000,단독주택,1993-09-03,310
인천광역시 부평구 갈산동 378-12번지,,494.7,01000,단독주택,1993-07-12,311
인천광역시 부평구 갈산동 378-13번지,,493.58,01000,단독주택,1993-01-07,317
인천광역시 부평구 갈산동 378-14번지,,492.75,01000,단독주택,1993-06-15,312
인천광역시 부평구 갈산동 378-15번지,,445.82,01000,단독주택,1993-03-26,315
인천광역시 부평구 갈산동 378-16번지,,494.36,01000,단독주택,1993-08-23,310
인천광역시 부평구 갈산동 378-17번지,,494.82,01000,단독주택,1993-10-21,308
인천광역시 부평구 갈산동 378-1번지,,492.56,01000,단독주택,1994-08-03,299
인천광역시 부평구 갈산동 378-2번지,,527.88,01000,단독주택,1995-02-16,293
인천광역시 부평구 갈산동 378-3번지,,520.85,01000,단독주택,1994-03-16,303
인천광역시 부평구 갈산동 378-4번지,,492.73,01000,단독주택,1993-11-09,308
인천광역시 부평구 갈산동 378-5번지,,494.88,01000,단독주택,1994-12-07,295
인천광역시 부평구 갈산동 378-6번지,,489.88,01000,단독주택,1993-08-11,310
인천광역시 부평구 갈산동 378-7번지,,494.82,01000,단독주택,1993-07-09,312
인천광역시 부평구 갈산동 378-8번지,,598.65,01000,단독주택,1993-07-09,312
인천광역시 부평구 갈산동 378-9번지,,494.26,01000,단독주택,1993-07-09,312
인천광역시 부평구 갈산동 378번지,,491.78,01000,단독주택,1993-10-19,308
인천광역시 부평구 갈산동 379-10번지,,340.67,01000,단독주택,1994-09-16,298
인천광역시 부평구 갈산동 379-11번지,,484.73,01000,단독주택,1994-05-31,301
인천광역시 부평구 갈산동 379-1번지,,494.7,01000,단독주택,1993-11-23,307
인천광역시 부평구 갈산동 379-2번지,,473.0,01000,단독주택,1993-03-30,315
인천광역시 부평구 갈산동 379-3번지,,493.65,01000,단독주택,1993-10-20,308
인천광역시 부평구 갈산동 379-4번지,,494.01,01000,단독주택,1993-08-20,310
인천광역시 부평구 갈산동 379-5번지,,494.7,01000,단독주택,1993-11-22,307
인천광역시 부평구 갈산동 379-6번지,,494.75,01000,단독주택,1994-02-08,305
인천광역시 부평구 갈산동 379-7번지,,317.1,01000,단독주택,1993-07-23,311
인천광역시 부평구 갈산동 379-8번지,,379.23,01000,단독주택,1992-10-21,320
인천광역시 부평구 갈산동 379-9번지,,310.41,01000,단독주택,1994-07-29,299
인천광역시 부평구 갈산동 379번지,,494.88,01000,단독주택,1992-10-06,320
인천광역시 부평구 갈산동 380-2번지,,495.5,01000,단독주택,1993-10-26,308
인천광역시 부평구 갈산동 380-3번지,,492.28,01000,단독주택,1992-09-03,321
인천광역시 부평구 갈산동 380-4번지,,494.32,01000,단독주택,1995-01-09,294
인천광역시 부평구 갈산동 381-1번지,,772.48,04000,제2종근린생활시설,1997-10-21,261
인천광역시 부평구 갈산동 381-2번지,두리빌딩,1411.42,04000,제2종근린생활시설,1996-12-23,271
인천광역시 부평구 갈산동 381-3번지,,2082.85,04000,제2종근린생활시설,1995-12-16,283
인천광역시 부평구 갈산동 381-4번지,삼희빌딩,2003.26,04000,제2종근린생활시설,2002-06-26,206
인천광역시 부평구 갈산동 381번지,,2449.68,04000,제2종근린생활시설,1995-06-08,289
인천광역시 부평구 갈산동 382-10번지,,494.58,01000,단독주택,1993-01-29,317
인천광역시 부평구 갈산동 382-11번지,,494.69,01000,단독주택,1993-12-10,307
인천광역시 부평구 갈산동 382-1번지,,540.09,01000,단독주택,1994-06-09,301
인천광역시 부평구 갈산동 382-2번지,,487.68,01000,단독주택,1993-06-17,312
인천광역시 부평구 갈산동 382-3번지,한길,365.72,01000,단독주택,2017-11-09,25
인천광역시 부평구 갈산동 382-4번지,,555.13,01000,단독주택,1994-10-24,296
인천광역시 부평구 갈산동 382-5번지,,474.37,03000,제1종근린생활시설,1993-10-28,308
인천광역시 부평구 갈산동 382-6번지,,492.1,01000,단독주택,1993-09-22,309
인천광역시 부평구 갈산동 382-7번지,,491.35,01000,단독주택,1993-11-16,307
인천광역시 부평구 갈산동 382-8번지,,437.45,01000,단독주택,1993-12-31,306
인천광역시 부평구 갈산동 382-9번지,,494.85,01000,단독주택,1994-10-07,297
인천광역시 부평구 갈산동 382번지,,492.03,01000,단독주택,1992-11-27,319
인천광역시 부평구 갈산동 383-1번지,,489.85,01000,단독주택,1994-05-24,301
인천광역시 부평구 갈산동 383-2번지,,490.53,01000,단독주택,1993-09-23,309
인천광역시 부평구 갈산동 383-3번지,,489.41,01000,단독주택,1994-01-07,306
인천광역시 부평구 갈산동 383-4번지,,494.19,01000,단독주택,1993-09-22,309
인천광역시 부평구 갈산동 383-5번지,,493.94,01000,단독주택,1993-08-12,310
인천광역시 부평구 갈산동 383-6번지,,494.64,01000,단독주택,1993-05-31,313
인천광역시 부평구 갈산동 383-7번지,,493.83,01000,단독주택,1993-12-28,306
인천광역시 부평구 갈산동 383번지,,494.4,01000,단독주택,1993-11-30,307
인천광역시 부평구 갈산동 384번지,사근공원 공중화장실,51.92,03000,제1종근린생활시설,2019-06-12,6
인천광역시 부평구 갈산동 385-10번지,,431.76,01000,단독주택,1994-08-30,298
인천광역시 부평구 갈산동 385-11번지,,442.66,01000,단독주택,1994-08-03,299
인천광역시 부평구 갈산동 385-12번지,,494.93,01000,단독주택,1994-04-26,302
인천광역시 부평구 갈산동 385-13번지,,493.853,01000,단독주택,1993-09-22,309
인천광역시 부평구 갈산동 385-1번지,,329.69,01000,단독주택,1994-05-24,301
인천광역시 부평구 갈산동 385-2번지,,329.51,01000,단독주택,1993-08-19,310
인천광역시 부평구 갈산동 385-3번지,,359.63,01000,단독주택,1994-05-25,301
인천광역시 부평구 갈산동 385-4번지,,327.69,01000,단독주택,1994-05-09,302
인천광역시 부평구 갈산동 385-5번지,,297.16,01000,단독주택,1992-12-01,319
인천광역시 부평구 갈산동 385-6번지,,492.43,01000,단독주택,1993-07-31,311
인천광역시 부평구 갈산동 385-7번지,,494.29,01000,단독주택,1994-02-16,304
인천광역시 부평구 갈산동 385-8번지,,464.34,01000,단독주택,1994-05-06,302
인천광역시 부평구 갈산동 385-9번지,,402.57,03000,제1종근린생활시설,1993-11-01,308
인천광역시 부평구 갈산동 385번지,,493.9,01000,단독주택,1993-07-07,312
인천광역시 부평구 갈산동 386-10번지,,325.8,01000,단독주택,1994-02-05,305
인천광역시 부평구 갈산동 386-11번지,,470.06,01000,단독주택,1993-02-26,316
인천광역시 부평구 갈산동 386-1번지,,359.25,01000,단독주택,1993-10-22,308
인천광역시 부평구 갈산동 386-2번지,,328.32,01000,단독주택,1993-07-01,312
인천광역시 부평구 갈산동 386-3번지,,489.94,01000,단독주택,1993-06-16,312
인천광역시 부평구 갈산동 386-4번지,,329.34,01000,단독주택,1994-09-02,298
인천광역시 부평구 갈산동 386-5번지,,524.82,01000,단독주택,1994-01-19,305
인천광역시 부평구 갈산동 386-6번지,,493.91,01000,단독주택,1993-10-30,308
인천광역시 부평구 갈산동 386-7번지,,474.36,01000,단독주택,1993-03-17,315
인천광역시 부평구 갈산동 386-8번지,,295.5,01000,단독주택,1993-06-26,312
인천광역시 부평구 갈산동 386-9번지,,325.3,01000,단독주택,1993-11-11,307
인천광역시 부평구 갈산동 386번지,,494.78,01000,단독주택,1994-07-06,300
인천광역시 부평구 갈산동 387-10번지,,491.45,01000,단독주택,1993-09-18,309
인천광역시 부평구 갈산동 387-1번지,,280.65,01000,단독주택,1993-12-21,306
인천광역시 부평구 갈산동 387-2번지,,299.7,01000,단독주택,1993-06-17,312
인천광역시 부평구 갈산동 387-3번지,,297.91,01000,단독주택,1993-09-08,310
인천광역시 부평구 갈산동 387-4번지,,490.17,01000,단독주택,1993-08-06,311
인천광역시 부평구 갈산동 387-5번지,,503.03,01000,단독주택,1993-11-01,308
인천광역시 부평구 갈산동 387-6번지,,478.41,01000,단독주택,1993-11-25,307
인천광역시 부평구 갈산동 387-7번지,,281.16,01000,단독주택,1994-12-30,294
인천광역시 부평구 갈산동 387-8번지,,365.64,01000,단독주택,2000-06-20,230
인천광역시 부평구 갈산동 387-9번지,,482.36,01000,단독주택,2001-04-11,220
인천광역시 부평구 갈산동 387번지,,313.92,01000,단독주택,1993-01-04,318
인천광역시 부평구 갈산동 388-1번지,,403.96,01000,단독주택,1992-10-22,320
인천광역시 부평구 갈산동 388-2번지,,385.62,01000,단독주택,1993-10-28,308
인천광역시 부평구 갈산동 388-3번지,,302.67,01000,단독주택,1993-09-15,309
인천광역시 부평구 갈산동 388-4번지,,472.25,01000,단독주택,1993-10-18,308
인천광역시 부평구 갈산동 388-5번지,,414.16,01000,단독주택,1993-07-29,311
인천광역시 부평구 갈산동 388-6번지,,427.92,01000,단독주택,1995-04-11,291
인천광역시 부평구 갈산동 388-7번지,,301.71,01000,단독주택,1994-05-12,302
인천광역시 부평구 갈산동 388-8번지,,271.25,01000,단독주택,1993-04-06,315
인천광역시 부평구 갈산동 388-9번지,,494.46,01000,단독주택,1995-01-07,294
인천광역시 부평구 갈산동 388번지,,493.92,01000,단독주택,1993-10-22,308
인천광역시 부평구 갈산동 389번지,마당공원 공중화장실,43.34,03000,제1종근린생활시설,2018-03-19,21
인천광역시 부평구 갈산동 38번지,Green Vill,659.69,02000,공동주택,2016-11-30,36
인천광역시 부평구 갈산동 39-3번지,,338.99,01000,단독주택,2006-06-23,159
인천광역시 부평구 갈산동 390-10번지,,494.84,01000,단독주택,1993-10-22,308
인천광역시 부평구 갈산동 390-1번지,,390.93,01000,단독주택,1993-08-24,310
인천광역시 부평구 갈산동 390-2번지,,494.66,01000,단독주택,1993-08-17,310
인천광역시 부평구 갈산동 390-3번지,,508.72,01000,단독주택,1993-12-17,306
인천광역시 부평구 갈산동 390-4번지,,464.4,01000,단독주택,1993-09-09,310
인천광역시 부평구 갈산동 390-5번지,,483.24,01000,단독주택,1993-08-13,310
인천광역시 부평구 갈산동 390-6번지,,427.76,01000,단독주택,1993-06-09,312
인천광역시 부평구 갈산동 390-7번지,,493.42,01000,단독주택,1993-11-23,307
인천광역시 부평구 갈산동 390-8번지,,483.62,01000,단독주택,1993-05-21,313
인천광역시 부평구 갈산동 390-9번지,,361.475,04000,제2종근린생활시설,1994-02-07,305
인천광역시 부평구 갈산동 390번지,,494.12,01000,단독주택,1993-07-20,311
인천광역시 부평구 갈산동 392-10번지,,494.74,01000,단독주택,1994-05-06,302
인천광역시 부평구 갈산동 392-11번지,,494.93,01000,단독주택,1993-10-13,308
인천광역시 부평구 갈산동 392-12번지,,494.7,01000,단독주택,1993-12-15,306
인천광역시 부평구 갈산동 392-13번지,,493.15,01000,단독주택,1994-01-27,305
인천광역시 부평구 갈산동 392-14번지,,494.7,01000,단독주택,1993-12-23,306
인천광역시 부평구 갈산동 392-1번지,,493.56,01000,단독주택,1993-11-19,307
인천광역시 부평구 갈산동 392-2번지,,492.88,04000,제2종근린생활시설,1993-12-28,306
인천광역시 부평구 갈산동 392-3번지,,492.985,01000,단독주택,1992-12-02,319
인천광역시 부평구 갈산동 392-4번지,,493.06,01000,단독주택,1993-11-10,308
인천광역시 부평구 갈산동 392-5번지,,297.42,01000,단독주택,1993-07-30,311
인천광역시 부평구 갈산동 392-6번지,,294.76,01000,단독주택,1993-10-08,309
인천광역시 부평구 갈산동 392-7번지,,494.85,01000,단독주택,1993-12-14,306
인천광역시 부평구 갈산동 392-8번지,,384.84,01000,단독주택,1993-11-26,307
인천광역시 부평구 갈산동 392-9번지,,493.92,01000,단독주택,1996-01-04,282
인천광역시 부평구 갈산동 392번지,,505.76,01000,단독주택,1992-12-04,319
인천광역시 부평구 갈산동 393-10번지,,494.41,01000,단독주택,1993-12-09,307
인천광역시 부평구 갈산동 393-11번지,,484.05,01000,단독주택,1993-07-20,311
인천광역시 부평구 갈산동 393-12번지,,368.66,01000,단독주택,1993-12-07,307
인천광역시 부평구 갈산동 393-13번지,,477.48,01000,단독주택,1994-07-23,299
인천광역시 부평구 갈산동 393-1번지,,494.76,01000,단독주택,1993-06-28,312
인천광역시 부평구 갈산동 393-2번지,,491.94,01000,단독주택,1993-04-14,314
인천광역시 부평구 갈산동 393-3번지,,492.6,01000,단독주택,1993-06-03,313
인천광역시 부평구 갈산동 393-4번지,,494.02,01000,단독주택,1993-10-12,308
인천광역시 부평구 갈산동 393-5번지,,490.97,01000,단독주택,1993-08-31,310
인천광역시 부평구 갈산동 393-6번지,,492.32,01000,단독주택,1993-12-18,306
인천광역시 부평구 갈산동 393-7번지,,490.16,01000,단독주택,1994-06-15,301
인천광역시 부평구 갈산동 393-8번지,,427.08,01000,단독주택,1993-02-19,316
인천광역시 부평구 갈산동 393-9번지,,323.65,01000,단독주택,1993-09-23,309
인천광역시 부평구 갈산동 393번지,,563.445,01000,단독주택,1993-08-28,310
인천광역시 부평구 갈산동 394-10번지,,493.99,01000,단독주택,1993-12-06,307
인천광역시 부평구 갈산동 394-11번지,,494.6,01000,단독주택,1994-11-09,296
인천광역시 부평구 갈산동 394-12번지,,494.6,01000,단독주택,1993-06-28,312
인천광역시 부평구 갈산동 394-13번지,,468.1,01000,단독주택,1993-03-09,315
인천광역시 부평구 갈산동 394-1번지,,493.61,04000,제2종근린생활시설,1993-10-29,308
인천광역시 부평구 갈산동 394-2번지,,493.41,01000,단독주택,1993-08-03,311
인천광역시 부평구 갈산동 394-3번지,,315.78,01000,단독주택,2016-08-18,39
인천광역시 부평구 갈산동 394-4번지,,493.76,01000,단독주택,1993-06-03,313
인천광역시 부평구 갈산동 394-5번지,,552.9,04000,제2종근린생활시설,1992-12-14,318
인천광역시 부평구 갈산동 394-6번지,,493.51,01000,단독주택,1993-07-05,312
인천광역시 부평구 갈산동 394-7번지,,490.86,01000,단독주택,1993-09-02,310
인천광역시 부평구 갈산동 394-8번지,,464.44,01000,단독주택,1993-09-09,310
인천광역시 부평구 갈산동 394-9번지,,327.3,01000,단독주택,1993-09-23,309
인천광역시 부평구 갈산동 394번지,,493.4,01000,단독주택,1997-09-09,262
인천광역시 부평구 갈산동 395-1번지,,494.88,01000,단독주택,1993-10-05,309
인천광역시 부평구 갈산동 395-2번지,,493.61,01000,단독주택,1993-01-07,317
인천광역시 부평구 갈산동 395-3번지,,493.69,01000,단독주택,1994-01-27,305
인천광역시 부평구 갈산동 395-4번지,,481.28,01000,단독주택,1993-12-07,307
인천광역시 부평구 갈산동 395-5번지,,493.45,01000,단독주택,1995-05-15,290
인천광역시 부평구 갈산동 395-6번지,,477.74,01000,단독주택,1994-07-16,300
인천광역시 부평구 갈산동 395번지,갈산동주택,301.88,03000,제1종근린생활시설,2004-06-09,183
인천광역시 부평구 갈산동 396번지,,6857.4,14000,업무시설,1995-07-29,287
인천광역시 부평구 갈산동 397-10번지,,485.91,01000,단독주택,1994-07-28,299
인천광역시 부평구 갈산동 397-11번지,,491.92,01000,단독주택,1995-01-27,293
인천광역시 부평구 갈산동 397-12번지,,209.08,01000,단독주택,1993-07-07,312
인천광역시 부평구 갈산동 397-13번지,,187.97,01000,단독주택,1993-07-23,311
인천광역시 부평구 갈산동 397-14번지,,494.04,01000,단독주택,1995-08-22,287
인천광역시 부평구 갈산동 397-15번지,갈산동 397-15 제2종근린생활시설,331.97,04000,제2종근린생활시설,2014-03-25,68
인천광역시 부평구 갈산동 397-16번지,,569.09,01000,단독주택,1994-12-06,295
인천광역시 부평구 갈산동 397-17번지,,484.8,01000,단독주택,1994-12-07,295
인천광역시 부평구 갈산동 397-18번지,,496.45,01000,단독주택,1993-06-05,313
인천광역시 부평구 갈산동 397-1번지,,367.36,01000,단독주택,1993-07-03,312
인천광역시 부평구 갈산동 397-2번지,,492.96,01000,단독주택,1994-03-22,303
인천광역시 부평구 갈산동 397-3번지,,492.88,01000,단독주택,1992-12-22,318
인천광역시 부평구 갈산동 397-4번지,,489.1,01000,단독주택,1993-03-16,315
인천광역시 부평구 갈산동 397-5번지,,291.51,01000,단독주택,1992-12-19,318
인천광역시 부평구 갈산동 397-6번지,,326.43,01000,단독주택,1992-12-01,319
인천광역시 부평구 갈산동 397-8번지,,483.84,01000,단독주택,1994-03-28,303
인천광역시 부평구 갈산동 397-9번지,,491.99,01000,단독주택,1993-10-22,308
인천광역시 부평구 갈산동 397번지,,1191.915,04000,제2종근린생활시설,1993-11-29,307
인천광역시 부평구 갈산동 399-10번지,,311.38,01000,단독주택,1993-10-19,308
인천광역시 부평구 갈산동 399-11번지,,343.65,01000,단독주택,1994-07-11,300
인천광역시 부평구 갈산동 399-12번지,,294.84,01000,단독주택,1993-12-06,307
인천광역시 부평구 갈산동 399-13번지,,488.215,01000,단독주택,1993-12-15,306
인천광역시 부평구 갈산동 399-1번지,,309.58,01000,단독주택,1992-12-12,318
인천광역시 부평구 갈산동 399-2번지,,408.88,01000,단독주택,1993-08-06,311
인천광역시 부평구 갈산동 399-3번지,,434.92,03000,제1종근린생활시설,1993-08-23,310
인천광역시 부평구 갈산동 399-4번지,,431.32,01000,단독주택,1993-09-13,309
인천광역시 부평구 갈산동 399-5번지,,230.16,01000,단독주택,1995-04-24,290
인천광역시 부평구 갈산동 399-6번지,,481.155,01000,단독주택,1992-12-01,319
인천광역시 부평구 갈산동 399-7번지,,441.97,01000,단독주택,1994-09-05,298
인천광역시 부평구 갈산동 399-8번지,,353.44,01000,단독주택,1993-08-05,311
인천광역시 부평구 갈산동 399-9번지,,301.34,01000,단독주택,1994-01-03,306
인천광역시 부평구 갈산동 399번지,,466.9,01000,단독주택,1992-12-29,318
인천광역시 부평구 갈산동 400-10번지,,343.65,01000,단독주택,1994-02-24,304
인천광역시 부평구 갈산동 400-11번지,,326.7,01000,단독주택,1994-07-01,300
인천광역시 부평구 갈산동 400-12번지,,355.53,01000,단독주택,1997-07-23,264
인천광역시 부평구 갈산동 400-13번지,,372.83,01000,단독주택,1993-05-21,313
인천광역시 부평구 갈산동 400-1번지,,295.27,01000,단독주택,1993-09-28,309
인천광역시 부평구 갈산동 400-2번지,,316.5,01000,단독주택,1993-07-20,311
인천광역시 부평구 갈산동 400-3번지,,316.84,01000,단독주택,1993-08-12,310
인천광역시 부평구 갈산동 400-4번지,,293.13,01000,단독주택,1992-11-09,319
인천광역시 부평구 갈산동 400-5번지,,297.42,01000,단독주택,1993-07-07,312
인천광역시 부평구 갈산동 400-6번지,,411.61,01000,단독주택,1992-12-08,318
인천광역시 부평구 갈산동 400-7번지,,466.11,01000,단독주택,1994-07-13,300
인천광역시 부평구 갈산동 400-8번지,,322.87,01000,단독주택,1994-03-23,303
인천광역시 부평구 갈산동 400-9번지,,329.85,01000,단독주택,1993-09-01,310
인천광역시 부평구 갈산동 400번지,,549.44,01000,단독주택,1993-12-08,307
인천광역시 부평구 갈산동 401-10번지,,442.43,01000,단독주택,1994-05-24,301
인천광역시 부평구 갈산동 401-11번지,,492.45,01000,단독주택,1994-09-29,297
인천광역시 부평구 갈산동 401-1번지,,326.73,01000,단독주택,1994-09-29,297
인천광역시 부평구 갈산동 401-2번지,,293.04,01000,단독주택,1994-05-21,301
인천광역시 부평구 갈산동 401-3번지,,417.45,01000,단독주택,1992-11-03,320
인천광역시 부평구 갈산동 401-4번지,,463.32,01000,단독주택,1994-12-19,294
인천광역시 부평구 갈산동 401-5번지,,494.89,01000,단독주택,1995-12-18,283
인천광역시 부평구 갈산동 401-6번지,,486.34,01000,단독주택,1994-02-24,304
인천광역시 부평구 갈산동 401-7번지,,84.84,01000,단독주택,1993-11-25,307
인천광역시 부평구 갈산동 401-8번지,,435.97,01000,단독주택,1994-07-20,299
인천광역시 부평구 갈산동 401-9번지,,494.49,01000,단독주택,1993-12-24,306
인천광역시 부평구 갈산동 401번지,,596.04,01000,단독주택,1993-10-18,308
인천광역시 부평구 갈산동 402-1번지,,442.75,01000,단독주택,1994-12-03,295
인천광역시 부평구 갈산동 402-2번지,,493.57,01000,단독주택,1995-05-15,290
인천광역시 부평구 갈산동 402-3번지,,488.46,01000,단독주택,1993-11-06,308
인천광역시 부평구 갈산동 402-4번지,,493.23,01000,단독주택,1993-07-19,311
인천광역시 부평구 갈산동 402-5번지,,487.4,01000,단독주택,1994-02-21,304
인천광역시 부평구 갈산동 402-6번지,,490.52,01000,단독주택,1993-09-15,309
인천광역시 부평구 갈산동 402-7번지,,494.92,01000,단독주택,1993-10-16,308
인천광역시 부평구 갈산동 402번지,,579.9,01000,단독주택,1993-10-27,308
인천광역시 부평구 갈산동 403번지,갈산배수펌프장,1279.39,03000,제1종근린생활시설,2010-01-13,117
인천광역시 부평구 갈산동 40번지,,266.32,03000,제1종근린생활시설,1991-09-04,333
인천광역시 부평구 갈산동 41-12번지,,161.86,03000,제1종근린생활시설,1984-09-27,415
인천광역시 부평구 갈산동 41-13번지,,216.29,01000,단독주택,1983-07-13,429
인천광역시 부평구 갈산동 41-15번지,,653.04,04000,제2종근린생활시설,1987-11-10,378
인천광역시 부평구 갈산동 41-1번지,,209.78,01000,단독주택,2003-10-13,191
인천광역시 부평구 갈산동 41-24번지,,484.72,04000,제2종근린생활시설,1993-06-15,312
인천광역시 부평구 갈산동 41-2번지,,203.83,01000,단독주택,1989-03-18,362
인천광역시 부평구 갈산동 41-31번지,신명스카이,748.68,04000,제2종근린생활시설,2019-06-14,6
인천광역시 부평구 갈산동 41-3번지,정우빌라,280.39,02000,공동주택,2018-01-19,22
인천광역시 부평구 갈산동 41-5번지,,705.06,04000,제2종근린생활시설,1993-06-15,312
인천광역시 부평구 갈산동 41-6번지,퍼스트뷰,4140.68,14000,업무시설,2019-02-01,10
인천광역시 부평구 갈산동 41-8번지,갈산고시텔,605.07,04000,제2종근린생활시설,2017-04-25,31
인천광역시 부평구 갈산동 41-9번지,스카이캐슬,4249.84,14000,업무시설,2019-08-29,4
인천광역시 부평구 갈산동 416번지,태화아파트,266.2,02000,공동주택,1994-09-08,298
인천광역시 부평구 갈산동 416번지,태화아파트,570.0,04000,제2종근린생활시설,1994-09-08,298
인천광역시 부평구 갈산동 417번지,서울우유경인지도소,454.64,03000,제1종근린생활시설,1993-01-25,317
인천광역시 부평구 갈산동 417번지,서울우유경인지도소,67.7,03000,제1종근린생활시설,1975-06-07,525
인천광역시 부평구 갈산동 417번지,서울우유경인지도소,504.06,04000,제2종근린생활시설,1975-06-07,525
인천광역시 부평구 갈산동 42-1번지,로얄삼성빌라,393.9,02000,공동주택,2001-12-13,212
인천광역시 부평구 갈산동 42-2번지,,308.13,01000,단독주택,1997-09-12,262
인천광역시 부평구 갈산동 42-3번지,로얄삼성빌라,399.42,02000,공동주택,2001-12-13,212
인천광역시 부평구 갈산동 420번지,부평가압장,292.52,03000,제1종근린생활시설,2005-08-30,168
인천광역시 부평구 갈산동 421-2번지,,72.0,04000,제2종근린생활시설,2015-09-03,51
인천광역시 부평구 갈산동 43-1번지,,269.214,01000,단독주택,1990-03-21,350
인천광역시 부평구 갈산동 430-2번지,,1.5,01000,단독주택,1984-03-08,422
인천광역시 부평구 갈산동 437번지,,1046.75,04000,제2종근린생활시설,1981-04-02,456
인천광역시 부평구 갈산동 441번지,해피리움,4721.06,14000,업무시설,2017-06-19,29
인천광역시 부평구 갈산동 445번지,,49.8,03000,제1종근린생활시설,1992-11-20,319
인천광역시 부평구 갈산동 445번지,,10.5,04000,제2종근린생활시설,1983-06-15,430
인천광역시 부평구 갈산동 445번지,,9.09,04000,제2종근린생활시설,1982-06-08,442
인천광역시 부평구 갈산동 45-3번지,은진빌리지,657.83,02000,공동주택,2016-04-01,44
인천광역시 부평구 갈산동 45-6번지,,67.38,01000,단독주택,1993-10-04,309
인천광역시 부평구 갈산동 454번지,갈산동 대성유니드아파트,640.73,02000,공동주택,2007-04-10,149
인천광역시 부평구 갈산동 46-2번지,,636.38,02000,공동주택,1994-06-11,301
인천광역시 부평구 갈산동 46-2번지,,26.68,01000,단독주택,1971-02-06,576
인천광역시 부평구 갈산동 49-3번지,,754.09,04000,제2종근린생활시설,2015-01-06,58
인천광역시 부평구 갈산동 49-5번지,,126.0,01000,단독주택,1985-12-31,400
인천광역시 부평구 갈산동 51-1번지,,1130.3,03000,제1종근린생활시설,1996-06-28,277
인천광역시 부평구 갈산동 51-1번지,,174.68,04000,제2종근린생활시설,1994-05-23,301
인천광역시 부평구 갈산동 52-2번지,,232.38,03000,제1종근린생활시설,2015-12-23,47
인천광역시 부평구 갈산동 52-6번지,,483.16,04000,제2종근린생활시설,1995-07-18,288
인천광역시 부평구 갈산동 53-15번지,,441.9,01000,단독주택,1993-06-10,312
인천광역시 부평구 갈산동 53-17번지,,1509.2,04000,제2종근린생활시설,1989-04-22,361
인천광역시 부평구 갈산동 53-1번지,,309.67,02000,공동주택,1991-05-01,337
인천광역시 부평구 갈산동 53-5번지,,271.42,01000,단독주택,1988-04-20,373
인천광역시 부평구 갈산동 53-9번지,,493.46,04000,제2종근린생활시설,1997-04-30,267
인천광역시 부평구 갈산동 54-14번지,,329.36,02000,공동주택,1991-04-15,338
인천광역시 부평구 갈산동 54-18번지,,321.44,02000,공동주택,1991-05-09,337
인천광역시 부평구 갈산동 54-19번지,영아트빌라,329.39,02000,공동주택,1990-03-15,351
인천광역시 부평구 갈산동 54-1번지,영아트빌라,328.8,02000,공동주택,1990-03-15,351
인천광역시 부평구 갈산동 54-21번지,대신빌라,321.64,02000,공동주택,1991-05-01,337
인천광역시 부평구 갈산동 54-2번지,,211.59,01000,단독주택,1986-02-10,399
인천광역시 부평구 갈산동 54-7번지,,754.6,04000,제2종근린생활시설,1989-04-26,361
인천광역시 부평구 갈산동 54-9번지,,611.52,04000,제2종근린생활시설,2004-12-15,177
인천광역시 부평구 갈산동 55-8번지,스카이캐슬,4276.66,14000,업무시설,2019-07-12,5
인천광역시 부평구 갈산동 57-1번지,,1.96,04000,제2종근린생활시설,1996-10-05,273
인천광역시 부평구 갈산동 57-1번지,,731.23,01000,단독주택,1996-10-05,273
인천광역시 부평구 갈산동 57-3번지,,333.24,01000,단독주택,1994-07-26,299
인천광역시 부평구 갈산동 57-4번지,,352.42,01000,단독주택,1994-05-24,301
인천광역시 부평구 갈산동 58번지,,546.2,04000,제2종근린생활시설,2003-10-04,191
인천광역시 부평구 갈산동 59-15번지,,961.74,03000,제1종근린생활시설,1990-09-05,345
인천광역시 부평구 갈산동 59-17번지,,147.97,01000,단독주택,1978-10-11,485
인천광역시 부평구 갈산동 59-1번지,수정 5차 1동,657.52,02000,공동주택,2018-01-15,23
인천광역시 부평구 갈산동 59-20번지,수정 5차 2동,312.83,02000,공동주택,2018-01-15,23
인천광역시 부평구 갈산동 59-4번지,,647.11,04000,제2종근린생활시설,2005-09-21,168
인천광역시 부평구 갈산동 59-5번지,,1044.85,04000,제2종근린생활시설,1991-01-04,341
인천광역시 부평구 갈산동 59-8번지,,886.49,04000,제2종근린생활시설,1997-01-14,270
인천광역시 부평구 갈산동 6-16번지,,299.02,03000,제1종근린생활시설,1995-04-25,290
인천광역시 부평구 갈산동 6-18번지,,180.25,01000,단독주택,1985-09-02,404
인천광역시 부평구 갈산동 6-27번지,,79.17,01000,단독주택,1985-07-05,406
인천광역시 부평구 갈산동 6-29번지,백림하이츠,659.21,02000,공동주택,2019-05-07,7
