대지위치,건물명,연면적,주용도코드,주용도코드명,사용승인일,건물노후도
인천광역시 부평구 산곡동 13-43번지,,81.26,01000,단독주택,1978-01-05,494
인천광역시 부평구 산곡동 13-44번지,,2.48,01000,단독주택,1978-02-01,493
인천광역시 부평구 산곡동 13-45번지,,2.48,01000,단독주택,1978-12-28,483
인천광역시 부평구 산곡동 13-46번지,,2.48,01000,단독주택,1977-12-28,494
인천광역시 부평구 산곡동 13-47번지,,82.18,01000,단독주택,1978-01-05,494
인천광역시 부평구 산곡동 13-48번지,,2.48,01000,단독주택,1978-06-16,489
인천광역시 부평구 산곡동 13-49번지,,127.34,01000,단독주택,1978-08-23,487
인천광역시 부평구 산곡동 13-50번지,,7.27,01000,단독주택,1978-01-05,494
인천광역시 부평구 산곡동 13-51번지,,4.4,02000,공동주택,1979-02-12,481
인천광역시 부평구 산곡동 13-52번지,,88.06,01000,단독주택,1978-11-06,484
인천광역시 부평구 산곡동 13-53번지,,6.38,01000,단독주택,1978-11-06,484
인천광역시 부평구 산곡동 13-54번지,,89.29,01000,단독주택,1978-12-09,483
인천광역시 부평구 산곡동 13-55번지,,87.77,01000,단독주택,1978-12-20,483
인천광역시 부평구 산곡동 13-56번지,,88.47,01000,단독주택,1978-12-16,483
인천광역시 부평구 산곡동 13-57번지,,148.89,01000,단독주택,1978-12-20,483
인천광역시 부평구 산곡동 13-58번지,,4.23,01000,단독주택,1980-10-11,462
인천광역시 부평구 산곡동 13-59번지,,100.33,01000,단독주택,1978-12-28,483
인천광역시 부평구 산곡동 13-5번지,,135.14,01000,단독주택,1985-12-04,401
인천광역시 부평구 산곡동 13-60번지,,6.78,01000,단독주택,1978-12-20,483
인천광역시 부평구 산곡동 13-61번지,,4.0,01000,단독주택,1978-12-20,483
인천광역시 부평구 산곡동 13-62번지,,79.11,01000,단독주택,1978-12-28,483
인천광역시 부평구 산곡동 13-63번지,,84.99,01000,단독주택,1978-12-09,483
인천광역시 부평구 산곡동 13-64번지,,4.0,01000,단독주택,1978-12-20,483
인천광역시 부평구 산곡동 13-65번지,,3.4,01000,단독주택,1978-12-20,483
인천광역시 부평구 산곡동 13-66번지,,95.83,01000,단독주택,1978-12-20,483
인천광역시 부평구 산곡동 13-67번지,,4.4,01000,단독주택,1978-12-20,483
인천광역시 부평구 산곡동 13-68번지,,6.12,01000,단독주택,1978-12-09,483
인천광역시 부평구 산곡동 13-69번지,,84.3,01000,단독주택,1978-06-26,489
인천광역시 부평구 산곡동 13-70번지,,2.98,01000,단독주택,1978-12-20,483
인천광역시 부평구 산곡동 13-71번지,,11.2,01000,단독주택,1978-12-20,483
인천광역시 부평구 산곡동 13-72번지,,317.12,01000,단독주택,1993-11-17,307
인천광역시 부평구 산곡동 13-73번지,,2.48,01000,단독주택,1978-02-01,493
인천광역시 부평구 산곡동 13-74번지,,2.48,01000,단독주택,1978-02-01,493
인천광역시 부평구 산곡동 13-75번지,,82.41,01000,단독주택,1978-02-01,493
인천광역시 부평구 산곡동 13-76번지,,194.72,01000,단독주택,1994-11-08,296
인천광역시 부평구 산곡동 13-77번지,,198.68,01000,단독주택,1993-09-02,310
인천광역시 부평구 산곡동 13-78번지,,2.48,01000,단독주택,1978-02-01,493
인천광역시 부평구 산곡동 13-79번지,,198.68,01000,단독주택,1994-01-12,305
인천광역시 부평구 산곡동 13-7번지,,976.71,04000,제2종근린생활시설,1990-11-08,343
인천광역시 부평구 산곡동 13-80번지,,196.08,01000,단독주택,1993-08-12,310
인천광역시 부평구 산곡동 13-81번지,,128.35,01000,단독주택,1978-02-01,493
인천광역시 부평구 산곡동 13-82번지,,82.28,01000,단독주택,1978-01-05,494
인천광역시 부평구 산곡동 13-83번지,,241.47,01000,단독주택,2002-07-19,205
인천광역시 부평구 산곡동 13-84번지,,223.88,01000,단독주택,1989-09-16,356
인천광역시 부평구 산곡동 13-85번지,,215.34,01000,단독주택,1996-10-25,273
인천광역시 부평구 산곡동 13-86번지,,270.12,03000,제1종근린생활시설,1989-06-02,360
인천광역시 부평구 산곡동 13-87번지,,2.88,01000,단독주택,1978-02-28,492
인천광역시 부평구 산곡동 13-88번지,,198.68,01000,단독주택,1993-10-05,309
인천광역시 부평구 산곡동 13-89번지,,199.98,01000,단독주택,1993-08-11,310
인천광역시 부평구 산곡동 13-8번지,,8.4,01000,단독주택,1979-08-22,475
인천광역시 부평구 산곡동 13-90번지,,2.88,01000,단독주택,1978-02-28,492
인천광역시 부평구 산곡동 13-91번지,,1.44,01000,단독주택,1989-09-16,356
인천광역시 부평구 산곡동 13-92번지,,199.98,01000,단독주택,1993-08-14,310
인천광역시 부평구 산곡동 13-93번지,,1.8,01000,단독주택,1990-03-05,351
인천광역시 부평구 산곡동 13-94번지,,228.76,01000,단독주택,1990-03-03,351
인천광역시 부평구 산곡동 13-95번지,,238.55,01000,단독주택,2003-07-02,194
인천광역시 부평구 산곡동 13-96번지,,82.42,01000,단독주택,1978-04-10,491
인천광역시 부평구 산곡동 13-97번지,,85.33,01000,단독주택,1978-12-16,483
인천광역시 부평구 산곡동 13-98번지,,3.93,01000,단독주택,1978-12-16,483
인천광역시 부평구 산곡동 13-99번지,,137.02,01000,단독주택,1978-12-09,483
인천광역시 부평구 산곡동 13-9번지,,2.98,01000,단독주택,1978-02-09,493
인천광역시 부평구 산곡동 131-3번지,,29.75,01000,단독주택,1968-12-18,601
인천광역시 부평구 산곡동 131-9번지,,55.87,01000,단독주택,1978-08-12,487
인천광역시 부평구 산곡동 135-4번지,부성아파트,3.6,02000,공동주택,1985-03-18,409
인천광역시 부평구 산곡동 137-13번지,혜성프라자,9984.565,03000,제1종근린생활시설,1995-11-20,284
인천광역시 부평구 산곡동 137-1번지,GM마트,3074.1,07000,판매시설,1977-12-28,494
인천광역시 부평구 산곡동 137-3번지,한신산곡상가,2132.26,04000,제2종근린생활시설,1985-07-10,406
인천광역시 부평구 산곡동 137-3번지,부평산곡한신아파트,5321.62,02000,공동주택,1985-07-10,406
인천광역시 부평구 산곡동 137-8번지,부평산곡 한신아파트,54.64,02000,공동주택,1986-10-30,390
인천광역시 부평구 산곡동 14-6번지,,82.22,01000,단독주택,1985-10-04,403
인천광역시 부평구 산곡동 14-7번지,,149.14,04000,제2종근린생활시설,2004-12-20,177
인천광역시 부평구 산곡동 14-8번지,,103.73,01000,단독주택,1985-12-26,400
인천광역시 부평구 산곡동 140-1번지,,280.0,03000,제1종근린생활시설,1973-08-04,546
인천광역시 부평구 산곡동 142-29번지,,59.5,01000,단독주택,1975-08-20,522
인천광역시 부평구 산곡동 142-33번지,,43.64,01000,단독주택,1975-08-20,522
인천광역시 부평구 산곡동 142-3번지,경남아파트,17457.68,02000,공동주택,1990-12-22,342
인천광역시 부평구 산곡동 142-3번지,경남아파트,10864.02,07000,판매시설,1994-06-30,300
인천광역시 부평구 산곡동 142-3번지,경남아파트,789.52,07000,판매시설,1990-12-22,342
인천광역시 부평구 산곡동 142-8번지,,142.81,01000,단독주택,1976-12-10,507
인천광역시 부평구 산곡동 142-8번지,,75.37,01000,단독주택,1976-12-09,507
인천광역시 부평구 산곡동 142-9번지,,69.42,01000,단독주택,1977-04-25,502
인천광역시 부평구 산곡동 143-2번지,,5823.695,Z3000,근린생활시설,1995-02-07,293
인천광역시 부평구 산곡동 145-13번지,,1145.64,03000,제1종근린생활시설,1995-06-17,289
인천광역시 부평구 산곡동 145-9번지,,345.36,03000,제1종근린생활시설,1998-11-13,249
인천광역시 부평구 산곡동 145번지,경남아파트,6780.14,02000,공동주택,1992-11-21,319
인천광역시 부평구 산곡동 145번지,경남아파트,789.52,03000,제1종근린생활시설,1992-11-21,319
인천광역시 부평구 산곡동 15-43번지,,34.8,01000,단독주택,2015-01-08,58
인천광역시 부평구 산곡동 15-58번지,,1.04,01000,단독주택,1985-10-04,403
인천광역시 부평구 산곡동 153-3번지,,74.54,01000,단독주택,1979-04-25,479
인천광역시 부평구 산곡동 155-1번지,한양아파트,16447.28,02000,공동주택,1992-08-28,322
인천광역시 부평구 산곡동 159-50번지,,1269.1822,02000,공동주택,1993-04-27,314
인천광역시 부평구 산곡동 159-52번지,롯데마트 부평점,50212.66,07000,판매시설,2006-12-22,153
인천광역시 부평구 산곡동 167-13번지,,46.14,01000,단독주택,1985-05-13,408
인천광역시 부평구 산곡동 167-13번지,,149.48,01000,단독주택,1985-09-20,403
인천광역시 부평구 산곡동 167-29번지,,97.19,01000,단독주택,1975-10-06,521
인천광역시 부평구 산곡동 168-10번지,,72.7,01000,단독주택,1968-01-01,612
인천광역시 부평구 산곡동 168-16번지,,61.49,01000,단독주택,1975-08-14,522
인천광역시 부평구 산곡동 170-1번지,,150.41,03000,제1종근린생활시설,1962-04-18,679
인천광역시 부평구 산곡동 171번지,,59.83,01000,단독주택,1962-10-26,673
인천광역시 부평구 산곡동 179-101번지,,423.74,03000,제1종근린생활시설,1998-09-29,250
인천광역시 부평구 산곡동 179-11번지,,97.75,01000,단독주택,1985-01-26,411
인천광역시 부평구 산곡동 179-1번지,,97.75,03000,제1종근린생활시설,1985-01-26,411
인천광역시 부평구 산곡동 179-41번지,,38.67,01000,단독주택,1968-06-28,606
인천광역시 부평구 산곡동 179-453번지,,126.18,01000,단독주택,1984-08-04,417
인천광역시 부평구 산곡동 179-69번지,현대2차아파트,233.5,02000,공동주택,2001-11-14,213
인천광역시 부평구 산곡동 179-81번지,,36.45,01000,단독주택,1983-11-27,425
인천광역시 부평구 산곡동 179-86번지,,56.69,01000,단독주택,1984-02-11,422
인천광역시 부평구 산곡동 179-92번지,현대아파트,5437.523,02000,공동주택,1999-11-13,237
인천광역시 부평구 산곡동 180-112번지,,81.65,01000,단독주택,1971-10-10,568
인천광역시 부평구 산곡동 180-116번지,삼보아파트,6555.45,02000,공동주택,1985-11-06,402
인천광역시 부평구 산곡동 180-116번지,삼보아파트,6338.535,02000,공동주택,1986-04-21,397
인천광역시 부평구 산곡동 180-123번지,대영빌라,328.44,02000,공동주택,1990-11-29,342
인천광역시 부평구 산곡동 180-126번지,,6.72,01000,단독주택,1985-05-08,408
인천광역시 부평구 산곡동 180-128번지,,139.5,01000,단독주택,1997-04-04,267
인천광역시 부평구 산곡동 180-129번지,,99.27,01000,단독주택,1984-11-28,413
인천광역시 부평구 산곡동 180-130번지,,178.5,01000,단독주택,1985-10-04,403
인천광역시 부평구 산곡동 180-137번지,,233.68,01000,단독주택,1988-08-10,369
인천광역시 부평구 산곡동 180-138번지,,286.32,01000,단독주택,1992-01-10,329
인천광역시 부평구 산곡동 180-139번지,대명 아트빌,656.26,02000,공동주택,2002-11-05,202
인천광역시 부평구 산곡동 180-146번지,.,311.48,03000,제1종근린생활시설,2006-10-26,155
인천광역시 부평구 산곡동 180-147번지,신관2,1119.7,02000,공동주택,2002-05-09,207
인천광역시 부평구 산곡동 180-180번지,,1.06,01000,단독주택,1982-12-16,436
인천광역시 부평구 산곡동 180-187번지,,254.466,01000,단독주택,1997-07-01,265
인천광역시 부평구 산곡동 180-188번지,,103.21,01000,단독주택,1980-05-09,467
인천광역시 부평구 산곡동 180-189번지,,4.93,01000,단독주택,1978-12-29,483
인천광역시 부평구 산곡동 180-190번지,대명아트빌,618.39,02000,공동주택,2004-01-17,188
인천광역시 부평구 산곡동 180-197번지,,186.31,01000,단독주택,1980-06-16,465
인천광역시 부평구 산곡동 180-199번지,화랑빌라,673.95,02000,공동주택,1989-12-16,353
인천광역시 부평구 산곡동 180-202번지,,83.58,01000,단독주택,1985-09-24,403
인천광역시 부평구 산곡동 180-213번지,,135.52,02000,공동주택,1979-12-01,472
인천광역시 부평구 산곡동 180-214번지,,196.0,01000,단독주택,1989-06-26,359
인천광역시 부평구 산곡동 180-215번지,,62.45,01000,단독주택,1978-12-29,483
인천광역시 부평구 산곡동 180-216번지,,9.73,01000,단독주택,1984-08-17,416
인천광역시 부평구 산곡동 180-217번지,,120.46,01000,단독주택,1979-07-18,476
인천광역시 부평구 산곡동 180-218번지,,1.9,01000,단독주택,1985-09-21,403
인천광역시 부평구 산곡동 180-226번지,,1.12,01000,단독주택,1984-12-10,413
인천광역시 부평구 산곡동 180-227번지,,68.87,01000,단독주택,1984-12-07,413
인천광역시 부평구 산곡동 180-230번지,,231.57,01000,단독주택,1989-05-31,360
인천광역시 부평구 산곡동 180-231번지,,148.1,01000,단독주택,1980-05-24,466
인천광역시 부평구 산곡동 180-234번지,,4.92,01000,단독주택,1979-07-20,476
인천광역시 부평구 산곡동 180-238번지,정우주택,328.68,02000,공동주택,1990-05-19,349
인천광역시 부평구 산곡동 180-239번지,,328.68,02000,공동주택,1990-05-09,349
인천광역시 부평구 산곡동 180-240번지,,139.41,01000,단독주택,1984-06-14,418
인천광역시 부평구 산곡동 180-241번지,,0.99,01000,단독주택,1979-05-10,478
인천광역시 부평구 산곡동 180-242번지,,209.45,01000,단독주택,1989-10-11,356
인천광역시 부평구 산곡동 180-244번지,,91.51,01000,단독주택,1981-06-26,453
인천광역시 부평구 산곡동 180-246번지,,6.29,01000,단독주택,1985-05-15,408
인천광역시 부평구 산곡동 180-254번지,,145.42,02000,공동주택,1979-12-01,472
인천광역시 부평구 산곡동 180-255번지,,188.81,02000,공동주택,1979-12-01,472
인천광역시 부평구 산곡동 180-309번지,,204.12,01000,단독주택,1987-07-07,382
인천광역시 부평구 산곡동 180-317번지,중앙하이츠,650.28,02000,공동주택,2002-05-03,208
인천광역시 부평구 산곡동 180-318번지,,3.57,01000,단독주택,1982-10-25,438
인천광역시 부평구 산곡동 180-320번지,,147.46,01000,단독주택,1980-05-09,467
인천광역시 부평구 산곡동 180-321번지,,141.99,02000,공동주택,1980-05-09,467
인천광역시 부평구 산곡동 180-322번지,,110.31,01000,단독주택,1980-05-09,467
인천광역시 부평구 산곡동 180-325번지,,2.0,01000,단독주택,1983-08-08,428
인천광역시 부평구 산곡동 180-328번지,,143.84,01000,단독주택,1982-08-19,440
인천광역시 부평구 산곡동 180-329번지,재원아파트,37.8,02000,공동주택,1984-12-24,412
인천광역시 부평구 산곡동 180-329번지,재원아파트,223.6,03000,제1종근린생활시설,1984-12-24,412
인천광역시 부평구 산곡동 180-331번지,무지개빌라,323.88,02000,공동주택,1990-10-19,344
인천광역시 부평구 산곡동 180-337번지,,281.36,01000,단독주택,2003-11-26,189
인천광역시 부평구 산곡동 180-339번지,,69.39,01000,단독주택,1986-02-13,399
인천광역시 부평구 산곡동 180-340번지,,78.66,01000,단독주택,1985-03-08,410
인천광역시 부평구 산곡동 180-341번지,산곡동펠리스빌,658.68,02000,공동주택,2004-03-22,185
인천광역시 부평구 산곡동 180-342번지,,216.012,02000,공동주택,1986-11-29,389
인천광역시 부평구 산곡동 180-344번지,,65.77,01000,단독주택,1986-04-22,397
인천광역시 부평구 산곡동 180-346번지,,23.1,01000,단독주택,1985-05-03,408
인천광역시 부평구 산곡동 180-352번지,펠리스빌,659.8,02000,공동주택,2004-03-24,185
