,BAS_ID,IntHH_RI,IntHH_R2_RI,IntHH_R3_RI,IntHH_R5_RI,IntTekl_RI,IntTekl_R2_RI,IntTekl_R3_RI,IntTekl_R5_RI
49,21349,93.37842440497108,1048.7910946768718,848.7323225131252,674.6853047136045,574.1785749648054,544.5007789947371,489.1614791994049,486.05584171920475
50,21350,62.50891262020684,646.248820126684,542.4891853942651,449.73483358860756,368.24649723739,353.09774446352145,319.4209293475494,320.611497293824
51,21351,282.4958621839615,4581.022315933999,3529.142410405155,2750.5982858890748,1761.515630485019,2076.518773082562,1753.6131279323954,1688.5957493857263
52,21352,521.634013343986,7911.15969558461,6215.002926714124,4907.1518666224565,3257.8076645816936,3408.6959285849152,3123.1979743553843,3069.25684827669
53,21353,514.0862638035043,7297.6216990174635,5803.47712034572,4600.099463793798,3137.652538910389,3295.494292070208,2974.1936000243904,2924.1807200992835
54,21354,288.0906428596226,4200.857312804333,3280.66044367421,2570.7960494619433,1714.8435849550538,1944.0601731232803,1667.124092117963,1616.5229192039792
55,21355,435.50039750233003,6591.009910480506,5084.87958896511,3962.981736714067,2718.1693517371923,3053.1575095063185,2605.9514807441774,2530.7966095109646
56,21356,515.4597144806169,7299.701324625745,5858.308379064254,4623.6105710778365,3295.2365923361967,3514.10487620523,3103.624035668345,3024.3872037309447
57,21357,65.27662268246199,802.0121697311048,636.0968635198749,496.1851304368737,398.088319098795,420.4082012242411,357.58686795934614,346.4498650618816
58,21358,193.78694195098637,2713.467715049233,2104.296421685183,1616.4349726699822,1144.2731776877654,1222.8409420013663,1078.5239802686626,1044.6693508053534
59,21359,321.04830903782744,4534.850789113857,3506.423779896306,2717.26744187334,1823.688750782822,2019.3535433334446,1757.2550039884536,1705.5238440170826
60,21360,538.3560692137961,7913.231013768681,6159.3171339092205,4799.1880168383095,3259.369610066373,3565.305327460994,3127.9020268568147,3040.4147115380415
61,21361,192.8422803880711,2534.0841410515595,2039.6896614478464,1611.4466105594677,1261.7115386322407,1122.8848267764608,1124.1826787742923,1111.1048263809655
62,21362,97.69635853988488,1455.8747147562879,1168.64981268605,920.0589306077912,796.5350272568716,734.7923825873961,664.3493306349737,661.4556411186148
63,21363,267.73542714663836,3626.6920568308906,2856.784896203253,2223.83347213421,1619.6000863866898,1712.0981912427903,1513.5589262559592,1469.2464419367782
64,21364,386.02477317316135,5003.663502514988,4012.3538514588936,3182.6760903047702,2356.202135739789,2220.394005721699,2149.664883484579,2122.989741188666
65,21365,127.50432904159896,1518.4028384478527,1197.5234734730852,932.9292532173232,744.709576035052,718.5341890671751,655.3850678847256,643.6738453345745
66,21366,103.24875119253826,1313.156251400619,1037.7020679425893,803.2927427502007,615.4595696346003,621.1200502004995,559.5843756648876,544.8379781527608
67,21367,318.725508804258,4570.187296563967,3609.1558925889035,2852.117972560801,2147.6421115316384,1873.6273608312135,1892.3136207194016,1907.8432303049206
68,21368,247.14705823562707,3293.0862146252643,2658.33729330484,2116.7815666192178,1796.5228834708062,1372.4698629252173,1503.6286787091124,1518.3752552150634
69,21369,720.910954312939,10575.38251594454,8309.583235276656,6549.848554186003,4443.979045142021,4782.9619802653915,4246.102207858314,4163.898846685889
70,21370,94.70565290956671,1577.5085947973328,1178.1739537871222,887.8564247758976,537.5756488308451,671.9839165477349,553.7236523555919,523.9364675796444
71,21371,170.90507169887658,2296.0758146631565,1817.4922970931484,1422.0645140133797,1165.2687785907112,896.0272438370117,974.23563107999,985.742573880672
72,21372,203.34237089688347,2331.461280809554,1843.4370510638494,1420.746060695328,1240.9036158364065,1011.7384127955975,1034.6330152960866,1008.8297504979063
73,21373,111.53274828673094,1583.2280266935265,1265.7715156666416,994.1965914457068,812.6726791995056,707.0427281271576,705.0650193438922,700.5423702644806
74,21374,105.96764187793025,1480.7191318613568,1202.8755284122897,951.2369722283405,845.3288244936958,609.8259162220302,682.957079164204,693.2059471281451
75,21375,98.03247637526003,1495.6364942297437,1160.6044327394006,890.2461336257168,713.7394088734983,780.1642080717384,647.8806192920314,622.7135324302258
76,21376,434.9615335029726,5290.4533087173595,4198.569140433584,3323.7325588020676,2454.363014375396,2544.706123794861,2241.763895251827,2204.1972334112684
77,21377,380.4426057345233,4840.285144684188,3799.7985722986728,2972.420297788234,2093.5051924727904,2237.5146337726546,1969.650545969038,1915.295344301201
78,21378,377.1194441316556,2399.8312729364065,2003.6495134961326,1634.1412808020461,1065.6662998507893,834.0033934287995,892.1690479797041,897.3167814553293
79,21379,225.74356932736288,3299.0043633462487,2540.9128170168788,1949.757817581595,1260.9908374487839,1385.6039178911858,1235.1074875416741,1187.7885233622953
80,21380,276.25828199154466,3559.3557079429925,2817.167169221451,2178.96445956541,1627.5381980220077,1480.1728160675225,1471.0395035881304,1450.0963986476884
81,21381,68.8881677817794,706.4614159164647,585.1730106736895,477.30843286127606,419.54093959971686,285.2058301123558,337.35892637696554,343.2408752092352
82,21382,491.8987279649764,6435.270958754943,5136.840353192426,4052.628461132,2950.6516030017306,2891.403975242595,2707.9727872723647,2671.9319565991927
83,21383,178.6755372094674,2212.4382901148624,1792.2949589578297,1421.8263800374286,1208.7350056050354,874.3055428221331,1005.712741934164,1016.6143634539519
84,21384,444.66588230541726,2213.1993606034316,1751.9456763727953,1358.8350021077968,1154.620441794266,757.9288185180371,977.6298987529361,992.578811744451
85,21385,305.5864220690124,551.8518511766355,504.07121567223004,454.5536039478465,-102.65187597823517,-175.26319565039273,-129.38767398800402,-132.44439655106214
86,21386,199.76424757899937,1984.0430462583963,1590.394622683094,1250.487134425189,1143.134028398841,1076.252662412755,940.2493196259562,931.4586526207884
87,21387,194.5683331390871,2053.182754893804,1625.9973966395082,1273.283465759037,1033.366689549307,1049.2354694422488,909.6515572262113,890.7701464597401
88,21388,307.2746814329703,4444.029568192583,3411.93104816563,2627.3889792166356,1669.0424688595103,1851.6604060245372,1643.5021266383187,1589.50085177123
89,21389,341.85917879376484,4056.335565547305,3238.1692600995607,2545.8357472088305,1995.4930274765804,2038.5622988649222,1794.0677286020186,1750.785986531285
90,21390,190.37702178273045,2495.377340051013,1951.9338207706955,1544.5973462035042,1072.3846218734852,1144.2981777640207,1006.1473072825464,987.3887743533181
91,21391,455.6172822869872,6700.235859015335,5152.046685460117,4013.5201671745212,2653.2734842858376,2794.6080134134836,2534.1074607005553,2485.866956883999
92,21392,266.8479002491108,3826.9711053371884,2965.4121860988007,2287.933723830992,1542.2347075389193,1642.7235251105642,1461.2250584990413,1425.0850720350104
93,21393,259.19988554982297,3641.535027202776,2757.792685399907,2124.008194249499,1438.149338205194,1597.1085690369962,1369.1251225735061,1328.1734083521228
